node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
1,0,0.0,1.01184954551917,1.01184954551917,0,0.0,True,0,
1,1,300.0,300.806146763888,0.8061467638880231,0,0.0,True,0,
1,2,600.0,601.3451411511797,1.345141151179746,0,0.0,True,0,
1,3,900.0,901.1024430841697,1.1024430841697495,0,0.0,True,0,
1,4,1200.0,1200.7476911633287,0.7476911633286818,0,0.0,True,0,
1,5,1500.0,1501.0071944827969,1.0071944827968764,0,0.0,True,0,
1,6,1800.0,1805.7635897181342,5.763589718134199,0,0.0,True,0,
1,7,2100.0,2100.9753626251686,0.9753626251686001,0,0.0,True,0,
1,8,2400.0,2401.0951336583475,1.0951336583475495,0,0.0,True,0,
1,9,2700.0,2700.5631752993477,0.5631752993476766,0,0.0,True,0,
1,10,3000.0,3001.085758362758,1.0857583627580425,0,0.0,True,0,
1,11,3300.0,3301.0875947416475,1.0875947416475356,0,0.0,True,0,
1,12,3600.0,3600.726213054606,0.726213054605978,0,0.0,True,0,
1,13,3900.0,3900.725874634867,0.7258746348670684,0,0.0,True,0,
1,14,4200.0,4201.193253142851,1.1932531428510629,0,0.0,True,0,
1,15,4500.0,4500.945972777233,0.9459727772327824,0,0.0,True,0,
1,16,4800.0,4800.75097659199,0.7509765919903657,0,0.0,True,0,
1,17,4920.0,4920.888725524413,0.8887255244126209,2,1.0,True,0,
1,18,4980.0,4980.964105382255,0.9641053822551839,2,1.0,True,0,
1,19,5040.0,5040.728736982052,0.7287369820523963,2,1.0,True,0,
1,20,5100.0,5100.925296937538,0.9252969375384055,2,1.0,True,0,
1,21,5160.0,5161.252062808124,1.25206280812381,2,1.0,True,0,
1,22,5220.0,5221.103060995558,1.1030609955578257,2,1.0,True,0,
1,23,5280.0,5280.531925778815,0.5319257788150935,2,1.0,True,0,
1,24,5340.0,5341.015056038138,1.0150560381380274,2,1.0,True,0,
1,25,5400.0,5401.3657571210115,1.3657571210114838,2,1.0,True,0,
1,26,5460.0,5460.860607810809,0.8606078108086876,2,1.0,True,0,
1,27,5520.0,5520.994321219365,0.9943212193647923,2,1.0,True,0,
1,28,5580.0,5581.292794646059,1.29279464605861,2,1.0,True,0,
1,29,5640.0,5641.066790838153,1.0667908381528832,2,1.0,True,0,
1,30,5700.0,5700.886590184333,0.8865901843328174,2,1.0,True,0,
1,31,5760.0,5761.379606142256,1.379606142256307,2,1.0,True,0,
1,32,5820.0,5820.697342428512,0.697342428511547,2,1.0,True,0,
1,33,5880.0,5881.145941829463,1.145941829462572,2,1.0,True,0,
1,34,5940.0,5940.96933879278,0.9693387927800359,2,1.0,True,0,
1,35,6000.0,6000.746108499159,0.7461084991591633,2,1.0,True,0,
1,36,6060.0,6060.579561582086,0.5795615820861713,2,1.0,True,0,
1,37,6120.0,6120.598494800562,0.5984948005616388,2,1.0,True,0,
1,38,6180.0,6180.644500961528,0.6445009615281379,2,1.0,True,0,
1,39,6240.0,6240.5268084248155,0.5268084248154992,2,1.0,True,0,
1,40,6300.0,6310.563740590813,10.563740590812813,2,1.0,True,0,
1,41,6360.0,6360.770337813011,0.7703378130108831,2,1.0,True,0,
1,42,6420.0,6421.166223182085,1.16622318208465,2,1.0,True,0,
1,43,6480.0,6480.6608846891095,0.66088468910948,2,1.0,True,0,
1,44,6540.0,6541.064637380006,1.0646373800063884,2,1.0,True,0,
1,45,6600.0,6601.479963583127,1.479963583126846,2,1.0,True,0,
1,46,6660.0,6661.471895244355,1.4718952443554372,2,1.0,True,0,
1,47,6720.0,6721.405932994269,1.4059329942692784,2,1.0,True,0,
1,48,6780.0,6780.8047054821345,0.8047054821345228,2,1.0,True,0,
1,49,6840.0,6841.443297864058,1.4432978640579677,2,1.0,True,0,
1,50,6900.0,6901.225627116741,1.2256271167407249,2,1.0,True,0,
1,51,6960.0,6960.833640311396,0.833640311396266,2,1.0,True,0,
1,52,7020.0,7020.574455036097,0.5744550360968788,2,1.0,True,0,
1,53,7080.0,7081.04687992032,1.0468799203199524,2,1.0,True,0,
1,54,7140.0,7142.523866897008,2.5238668970077924,2,1.0,True,0,
1,55,7200.0,7200.916695262404,0.916695262403664,2,1.0,True,0,
